"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4620","Login attempt","","2026-03-08","passed","2026-03-08","","","",""
"","2829","Cart","","2026-03-08","passed","2026-03-08","","","",""
"","6186","Login attempt","","2026-03-08","failed","2026-03-08","","","",""
"","6087","Login attempt","","2026-03-08","passed","2026-03-08","","","",""
