"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2693","Login attempt","","2026-03-08","passed","2026-03-08","","","",""
"","2574","Login attempt","","2026-03-08","passed","2026-03-08","","","",""
"","4810","Login attempt","","2026-03-08","failed","2026-03-08","","","",""
"","3429","Cart","","2026-03-08","passed","2026-03-08","","","",""
